Date|Adj_Close|Volume|Var%|Fechamento|score|neu_rob|neg_finbert|scored1|scored2|scored3|scored4|neu_robd1|neu_robd2|neu_robd3|neu_robd4|neg_finbertd1|neg_finbertd2|neg_finbertd3|neg_finbertd4
2020-04-22|11.166420936584473|114967100|-0.5874771381228021|0|0|0.07372166216373444|0.0|5.0|-1.0|12.0|174.0|0.2751108407974243|0.428665429353714|0.36575669050216675|0.4103476405143738|0.0|0.0|0.0|0.0
2020-10-15|13.167354583740234|56952100|0.17919203104730852|1|-70|0.28665852546691895|0.0|0.0|5.0|-1.0|12.0|0.07372166216373444|0.2751108407974243|0.428665429353714|0.36575669050216675|0.0|0.0|0.0|0.0
2020-11-06|13.167354583740234|37273300|0.0|1|-13|0.34465891122817993|0.0|-70.0|0.0|5.0|-1.0|0.28665852546691895|0.07372166216373444|0.2751108407974243|0.428665429353714|0.0|0.0|0.0|0.0
2021-12-27|23.582502365112305|44227900|0.7909825557696504|1|255|0.408102810382843|0.0|-13.0|-70.0|0.0|5.0|0.34465891122817993|0.28665852546691895|0.07372166216373444|0.2751108407974243|0.0|0.0|0.0|0.0
2021-02-08|18.74098014831543|98821700|-0.20530146215354014|0|0|0.03447652980685234|0.0|255.0|-13.0|-70.0|0.0|0.408102810382843|0.34465891122817993|0.28665852546691895|0.07372166216373444|0.0|0.0|0.0|0.0
2021-11-22|19.247676849365234|59195200|0.02703683035998261|1|144|0.3839499354362488|0.0|0.0|255.0|-13.0|-70.0|0.03447652980685234|0.408102810382843|0.34465891122817993|0.28665852546691895|0.0|0.0|0.0|0.0
2020-02-17|19.572904586791992|38684900|0.016896986580356318|1|-1|0.6106112599372864|0.0|144.0|0.0|255.0|-13.0|0.3839499354362488|0.03447652980685234|0.408102810382843|0.34465891122817993|0.0|0.0|0.0|0.0
2021-12-07|24.082860946655273|98989300|0.2304183489918328|1|147|0.12303368747234344|0.0|-1.0|144.0|0.0|255.0|0.6106112599372864|0.3839499354362488|0.03447652980685234|0.408102810382843|0.0|0.0|0.0|0.0
2020-09-30|13.074017524719238|69505000|-0.4571235720839466|0|-1|0.024819809943437576|0.0|147.0|-1.0|144.0|0.0|0.12303368747234344|0.6106112599372864|0.3839499354362488|0.03447652980685234|0.0|0.0|0.0|0.0
2020-11-09|14.407419204711914|164904100|0.10198867161311308|1|-34|0.029200181365013123|0.0|-1.0|147.0|-1.0|144.0|0.024819809943437576|0.12303368747234344|0.6106112599372864|0.3839499354362488|0.0|0.0|0.0|0.0
2022-03-18|25.10818672180176|93097100|0.7427261860743375|1|292|0.19064439833164215|0.0|-34.0|-1.0|147.0|-1.0|0.029200181365013123|0.024819809943437576|0.12303368747234344|0.6106112599372864|0.0|0.0|0.0|0.0
2020-05-12|12.09372329711914|71837200|-0.4121958491194332|0|3|0.1839156299829483|0.0|292.0|-34.0|-1.0|147.0|0.19064439833164215|0.029200181365013123|0.024819809943437576|0.12303368747234344|0.0|0.0|0.0|0.0
2021-09-27|19.81722068786621|89178700|0.6386368532664289|1|5|0.2848956882953644|-0.6420271992683411|3.0|292.0|-34.0|-1.0|0.1839156299829483|0.19064439833164215|0.029200181365013123|0.024819809943437576|0.0|0.0|0.0|0.0
2020-02-21|19.426240921020508|47805100|-0.019729293678658718|0|0|0.04268913343548775|0.0|5.0|3.0|292.0|-34.0|0.2848956882953644|0.1839156299829483|0.19064439833164215|0.029200181365013123|-0.6420271992683411|0.0|0.0|0.0
2021-06-16|20.08153533935547|77432900|0.033732435472160205|1|52|0.5065338611602783|0.0|0.0|5.0|3.0|292.0|0.04268913343548775|0.2848956882953644|0.1839156299829483|0.19064439833164215|0.0|-0.6420271992683411|0.0|0.0
2022-07-04|29.13999938964844|37324200|0.4510842371967614|1|335|0.13716736435890198|0.0|52.0|0.0|5.0|3.0|0.5065338611602783|0.04268913343548775|0.2848956882953644|0.1839156299829483|0.0|0.0|-0.6420271992683411|0.0
2021-03-05|14.927447319030762|126306300|-0.4877334374847818|0|2|0.1411409229040146|0.0|335.0|52.0|0.0|5.0|0.13716736435890198|0.5065338611602783|0.04268913343548775|0.2848956882953644|0.0|0.0|0.0|-0.6420271992683411
2021-05-24|18.1864013671875|63029600|0.2183195812724088|1|90|0.1081342101097107|0.0|2.0|335.0|52.0|0.0|0.1411409229040146|0.13716736435890198|0.5065338611602783|0.04268913343548775|0.0|0.0|0.0|0.0
2021-09-29|19.999765396118164|58731700|0.09970988720189557|1|-8|0.2449677586555481|0.0|90.0|2.0|335.0|52.0|0.1081342101097107|0.1411409229040146|0.13716736435890198|0.5065338611602783|0.0|0.0|0.0|0.0
2020-03-25|9.546457290649414|158286200|-0.5226715363120047|0|-1|0.528664231300354|-0.6891365647315979|-8.0|90.0|2.0|335.0|0.2449677586555481|0.1081342101097107|0.1411409229040146|0.13716736435890198|0.0|0.0|0.0|0.0
2020-12-03|17.760929107666016|62424500|0.8604733218743388|1|-35|0.18399594724178314|0.0|-1.0|-8.0|90.0|2.0|0.528664231300354|0.2449677586555481|0.1081342101097107|0.1411409229040146|-0.6891365647315979|0.0|0.0|0.0
2021-08-19|19.452129364013672|80808200|0.09522025824750903|1|84|0.3312717080116272|0.0|-35.0|-1.0|-8.0|90.0|0.18399594724178314|0.528664231300354|0.2449677586555481|0.1081342101097107|0.0|-0.6891365647315979|0.0|0.0
2022-01-18|25.953054428100586|78198800|0.3342012045279521|1|153|0.25372129678726196|0.0|84.0|-35.0|-1.0|-8.0|0.3312717080116272|0.18399594724178314|0.528664231300354|0.2449677586555481|0.0|0.0|-0.6891365647315979|0.0
2020-11-05|13.260693550109865|40874800|-0.4890507555923017|0|0|0.3498779535293579|0.0|153.0|84.0|-35.0|-1.0|0.25372129678726196|0.3312717080116272|0.18399594724178314|0.528664231300354|0.0|0.0|0.0|-0.6891365647315979
2020-08-31|14.594094276428224|48539700|0.10055286484674952|1|-2|0.06421933323144913|0.0|0.0|153.0|84.0|-35.0|0.3498779535293579|0.25372129678726196|0.3312717080116272|0.18399594724178314|0.0|0.0|0.0|0.0
2020-08-19|15.260798454284668|51982100|0.0456831486235687|1|0|0.0313163697719574|0.0|-2.0|0.0|153.0|84.0|0.06421933323144913|0.3498779535293579|0.25372129678726196|0.3312717080116272|0.0|0.0|0.0|0.0
2021-05-04|15.774412155151367|44765000|0.033655755457703274|1|25|0.07209512591362|0.0|0.0|-2.0|0.0|153.0|0.0313163697719574|0.06421933323144913|0.3498779535293579|0.25372129678726196|0.0|0.0|0.0|0.0
2020-03-04|17.9262752532959|42320500|0.1364147885182403|1|1|0.005666165612637997|0.0|25.0|0.0|-2.0|0.0|0.07209512591362|0.0313163697719574|0.06421933323144913|0.3498779535293579|0.0|0.0|0.0|0.0
2020-07-02|14.707140922546387|56345900|-0.1795763082549815|0|2|0.42468976974487305|0.0|1.0|25.0|0.0|-2.0|0.005666165612637997|0.07209512591362|0.0313163697719574|0.06421933323144913|0.0|0.0|0.0|0.0
2021-02-23|16.040838241577152|293503100|0.09068365673889556|1|-42|0.16258147358894348|0.0|2.0|1.0|25.0|0.0|0.42468976974487305|0.005666165612637997|0.07209512591362|0.0313163697719574|0.0|0.0|0.0|0.0
2021-07-01|20.026405334472656|65084000|0.2484637668476135|1|74|0.5812515616416931|0.0|-42.0|2.0|1.0|25.0|0.16258147358894348|0.42468976974487305|0.005666165612637997|0.07209512591362|0.0|0.0|0.0|0.0
2022-04-26|26.974706649780273|48764100|0.346956989996956|1|225|0.40948665142059326|0.0|74.0|-42.0|2.0|1.0|0.5812515616416931|0.16258147358894348|0.42468976974487305|0.005666165612637997|0.0|0.0|0.0|0.0
2022-04-27|26.974706649780273|41881300|0.0|1|5|0.008242516778409481|0.0|225.0|74.0|-42.0|2.0|0.40948665142059326|0.5812515616416931|0.16258147358894348|0.42468976974487305|0.0|0.0|0.0|0.0
2020-09-29|12.874006271362305|52878100|-0.5227378581532351|0|0|0.03450021520256996|0.0|5.0|225.0|74.0|-42.0|0.008242516778409481|0.40948665142059326|0.5812515616416931|0.16258147358894348|0.0|0.0|0.0|0.0
2022-06-17|27.309999465942386|184606500|1.1213287371695904|1|398|0.049576226621866226|0.0|0.0|5.0|225.0|74.0|0.03450021520256996|0.008242516778409481|0.40948665142059326|0.5812515616416931|0.0|0.0|0.0|0.0
2020-03-10|11.706411361694336|170478000|-0.5713507290143631|0|-4|0.8205872178077698|-0.9981623291969299|398.0|0.0|5.0|225.0|0.049576226621866226|0.03450021520256996|0.008242516778409481|0.40948665142059326|0.0|0.0|0.0|0.0
2022-04-22|27.42338752746582|74560900|1.3425955811872887|1|260|0.5582671761512756|0.0|-4.0|398.0|0.0|5.0|0.8205872178077698|0.049576226621866226|0.03450021520256996|0.008242516778409481|-0.9981623291969299|0.0|0.0|0.0
2021-07-29|19.164979934692386|43916600|-0.3011446920808836|0|-1|0.07300785928964615|0.0|260.0|-4.0|398.0|0.0|0.5582671761512756|0.8205872178077698|0.049576226621866226|0.03450021520256996|0.0|-0.9981623291969299|0.0|0.0
2020-01-06|20.53955078125|81844000|0.07172305169333226|1|-3|0.34854838252067566|-0.6147077679634094|-1.0|260.0|-4.0|398.0|0.07300785928964615|0.5582671761512756|0.8205872178077698|0.049576226621866226|0.0|0.0|-0.9981623291969299|0.0
2022-01-26|27.7822380065918|98679900|0.3526215009509093|1|178|0.506032407283783|0.0|-3.0|-1.0|260.0|-4.0|0.34854838252067566|0.07300785928964615|0.5582671761512756|0.8205872178077698|-0.6147077679634094|0.0|0.0|-0.9981623291969299
2020-07-29|15.447473526000975|44011500|-0.44398023217799054|0|1|0.2623726725578308|0.0|178.0|-3.0|-1.0|260.0|0.506032407283783|0.34854838252067566|0.07300785928964615|0.5582671761512756|0.0|-0.6147077679634094|0.0|0.0
2021-03-12|15.447473526000975|68123200|0.0|1|-40|0.08078345656394958|0.0|1.0|178.0|-3.0|-1.0|0.2623726725578308|0.506032407283783|0.34854838252067566|0.07300785928964615|0.0|0.0|-0.6147077679634094|0.0
2020-03-19|8.139822006225586|157065200|-0.4730645116481509|0|6|0.3021991550922394|-0.9999393224716187|-40.0|1.0|178.0|-3.0|0.08078345656394958|0.2623726725578308|0.506032407283783|0.34854838252067566|0.0|0.0|0.0|-0.6147077679634094
2020-05-22|12.447068214416506|71259400|-0.36536337194177737|0|19|0.539210319519043|0.0|6.0|-40.0|1.0|178.0|0.3021991550922394|0.08078345656394958|0.2623726725578308|0.506032407283783|-0.9999393224716187|0.0|0.0|0.0
2020-10-28|12.447317123413086|79247400|1.9997399571813897e-05|1|-86|0.0285311471670866|0.0|19.0|6.0|-40.0|1.0|0.539210319519043|0.3021991550922394|0.08078345656394958|0.2623726725578308|0.0|-0.9999393224716187|0.0|0.0
2020-05-26|13.11375617980957|68716900|0.053540779092301705|1|-3|0.03286516293883324|0.0|-86.0|19.0|6.0|-40.0|0.0285311471670866|0.539210319519043|0.3021991550922394|0.08078345656394958|0.0|0.0|-0.9999393224716187|0.0
2020-09-15|14.447423934936525|58546700|0.10169990480533088|1|-41|0.2094084620475769|0.0|-3.0|-86.0|19.0|6.0|0.03286516293883324|0.0285311471670866|0.539210319519043|0.3021991550922394|0.0|0.0|0.0|-0.9999393224716187
2021-02-22|14.447423934936525|490230400|0.0|1|-10|0.34545642137527466|0.0|-41.0|-3.0|-86.0|19.0|0.2094084620475769|0.03286516293883324|0.0285311471670866|0.539210319519043|0.0|0.0|0.0|0.0
2022-07-06|27.670000076293945|57617200|0.8307378932817309|1|400|0.09257952123880386|0.0|-10.0|-41.0|-3.0|-86.0|0.34545642137527466|0.2094084620475769|0.03286516293883324|0.0285311471670866|0.0|0.0|0.0|0.0
2020-02-20|19.946231842041016|73522900|-0.279138713876268|0|-1|0.6153086423873901|-0.8936672806739807|400.0|-10.0|-41.0|-3.0|0.09257952123880386|0.34545642137527466|0.2094084620475769|0.03286516293883324|0.0|0.0|0.0|0.0
2020-10-05|13.354033470153807|73288500|-0.3304984331924147|0|-53|0.5545076727867126|0.0|-1.0|400.0|-10.0|-41.0|0.6153086423873901|0.09257952123880386|0.34545642137527466|0.2094084620475769|-0.8936672806739807|0.0|0.0|0.0
2021-06-15|20.0057315826416|42597100|0.4981040467926266|1|105|0.46475541591644287|0.0|-53.0|-1.0|400.0|-10.0|0.5545076727867126|0.6153086423873901|0.09257952123880386|0.34545642137527466|0.0|-0.8936672806739807|0.0|0.0
2020-05-06|11.52037239074707|67937500|-0.4241464080852225|0|3|0.11409591883420944|0.0|105.0|-53.0|-1.0|400.0|0.46475541591644287|0.5545076727867126|0.6153086423873901|0.09257952123880386|0.0|0.0|-0.8936672806739807|0.0
2021-03-16|15.52081298828125|43407900|0.3472492435007788|1|-54|0.34295567870140076|0.0|3.0|105.0|-53.0|-1.0|0.11409591883420944|0.46475541591644287|0.5545076727867126|0.6153086423873901|0.0|0.0|0.0|-0.8936672806739807
2021-04-19|16.732316970825195|196519100|0.07805673475085828|1|43|0.058355662971735|0.0|-54.0|3.0|105.0|-53.0|0.34295567870140076|0.11409591883420944|0.46475541591644287|0.5545076727867126|0.0|0.0|0.0|0.0
2021-08-04|18.110597610473636|87970600|0.08237237210194115|1|39|0.5970351696014404|0.0|43.0|-54.0|3.0|105.0|0.058355662971735|0.34295567870140076|0.11409591883420944|0.46475541591644287|0.0|0.0|0.0|0.0
2020-12-22|18.187618255615234|46513200|0.004252794236732305|1|9|0.13884130120277405|0.0|39.0|43.0|-54.0|3.0|0.5970351696014404|0.058355662971735|0.34295567870140076|0.11409591883420944|0.0|0.0|0.0|0.0
2022-04-29|27.17212677001953|76243900|0.4939903833549193|1|311|0.3349494934082031|0.0|9.0|39.0|43.0|-54.0|0.13884130120277405|0.5970351696014404|0.058355662971735|0.34295567870140076|0.0|0.0|0.0|0.0
2020-06-08|15.020486831665039|82444400|-0.4472097470030226|0|1|0.008661998435854912|0.0|311.0|9.0|39.0|43.0|0.3349494934082031|0.13884130120277405|0.5970351696014404|0.058355662971735|0.0|0.0|0.0|0.0
2020-03-02|17.686281204223633|71596400|0.17747722843035765|1|1|0.0682259127497673|0.0|1.0|311.0|9.0|39.0|0.008661998435854912|0.3349494934082031|0.13884130120277405|0.5970351696014404|0.0|0.0|0.0|0.0
2022-05-06|29.66679382324219|129570200|0.6773901466724109|1|270|0.16969533264636993|0.0|1.0|1.0|311.0|9.0|0.0682259127497673|0.008661998435854912|0.3349494934082031|0.13884130120277405|0.0|0.0|0.0|0.0
2020-03-26|9.59312343597412|130618400|-0.6766376746630951|0|3|0.02747272327542305|-0.8236914277076721|270.0|1.0|1.0|311.0|0.16969533264636993|0.0682259127497673|0.008661998435854912|0.3349494934082031|0.0|0.0|0.0|0.0
2020-08-04|14.520760536193848|63011900|0.5136634729144769|1|-12|0.14223627746105194|0.0|3.0|270.0|1.0|1.0|0.02747272327542305|0.16969533264636993|0.0682259127497673|0.008661998435854912|-0.8236914277076721|0.0|0.0|0.0
2021-04-26|16.387748718261722|33281000|0.12857371880861845|1|25|0.12547463178634644|0.0|-12.0|3.0|270.0|1.0|0.14223627746105194|0.02747272327542305|0.16969533264636993|0.0682259127497673|0.0|-0.8236914277076721|0.0|0.0
2021-05-12|17.076887130737305|89980700|0.04205204902291704|1|14|0.03622231259942055|0.0|25.0|-12.0|3.0|270.0|0.12547463178634644|0.14223627746105194|0.02747272327542305|0.16969533264636993|0.0|0.0|-0.8236914277076721|0.0
2021-04-15|15.912240982055664|64193600|-0.06820014325593049|0|-7|0.26398032903671265|0.0|14.0|25.0|-12.0|3.0|0.03622231259942055|0.12547463178634644|0.14223627746105194|0.02747272327542305|0.0|0.0|0.0|-0.8236914277076721
2021-05-26|17.979660034179688|46646900|0.12992632869596846|1|39|0.1916300356388092|0.0|-7.0|14.0|25.0|-12.0|0.26398032903671265|0.03622231259942055|0.12547463178634644|0.14223627746105194|0.0|0.0|0.0|0.0
2022-01-03|23.861391067504886|52704700|0.32713249428208924|1|134|0.023632926866412163|0.0|39.0|-7.0|14.0|25.0|0.1916300356388092|0.26398032903671265|0.03622231259942055|0.12547463178634644|0.0|0.0|0.0|0.0
2020-05-29|13.56043815612793|128832600|-0.4316995971540436|0|1|0.011057289317250252|0.0|134.0|39.0|-7.0|14.0|0.023632926866412163|0.1916300356388092|0.26398032903671265|0.03622231259942055|0.0|0.0|0.0|0.0
2020-02-28|16.892967224121097|89095300|0.2457537897834963|1|3|0.05846910551190376|0.0|1.0|134.0|39.0|-7.0|0.011057289317250252|0.023632926866412163|0.1916300356388092|0.26398032903671265|0.0|0.0|0.0|0.0
2021-09-10|18.502887725830078|78379900|0.09530122685671327|1|19|0.038293980062007904|-0.6156066060066223|3.0|1.0|134.0|39.0|0.05846910551190376|0.011057289317250252|0.023632926866412163|0.1916300356388092|0.0|0.0|0.0|0.0
2022-02-16|27.011192321777344|65811600|0.4598365791340586|1|184|0.49915117025375366|0.0|19.0|3.0|1.0|134.0|0.038293980062007904|0.05846910551190376|0.011057289317250252|0.023632926866412163|-0.6156066060066223|0.0|0.0|0.0
2020-05-13|11.727045059204102|87222300|-0.5658449682819311|0|-3|0.4177335202693939|0.0|184.0|19.0|3.0|1.0|0.49915117025375366|0.038293980062007904|0.05846910551190376|0.011057289317250252|0.0|-0.6156066060066223|0.0|0.0
2021-03-09|14.394085884094238|122648000|0.2274265010005125|1|-78|0.3369005024433136|0.0|-3.0|184.0|19.0|3.0|0.4177335202693939|0.49915117025375366|0.038293980062007904|0.05846910551190376|0.0|0.0|-0.6156066060066223|0.0
2021-02-17|19.72769927978516|54973400|0.3705420016692183|1|0|0.45832404494285583|0.0|-78.0|-3.0|184.0|19.0|0.3369005024433136|0.4177335202693939|0.49915117025375366|0.038293980062007904|0.0|0.0|0.0|-0.6156066060066223
2020-06-26|13.89378261566162|55499300|-0.2957221002502564|0|0|0.47075626254081726|0.0|0.0|-78.0|-3.0|184.0|0.45832404494285583|0.3369005024433136|0.4177335202693939|0.49915117025375366|0.0|0.0|0.0|0.0
2020-10-22|13.894062042236328|98926900|2.0111627080821037e-05|1|-70|0.06538937240839005|0.0|0.0|0.0|-78.0|-3.0|0.47075626254081726|0.45832404494285583|0.3369005024433136|0.4177335202693939|0.0|0.0|0.0|0.0
2020-08-13|15.227465629577635|44588200|0.09596931288257647|1|3|0.07218100130558014|0.0|-70.0|0.0|0.0|-78.0|0.06538937240839005|0.47075626254081726|0.45832404494285583|0.3369005024433136|0.0|0.0|0.0|0.0
2021-02-05|19.227672576904297|121098700|0.2626968298359977|1|-31|0.09257952123880386|0.0|3.0|-70.0|0.0|0.0|0.07218100130558014|0.06538937240839005|0.47075626254081726|0.45832404494285583|0.0|0.0|0.0|0.0
2022-02-07|26.37138938903809|48868100|0.3715331007203964|1|239|0.2667120099067688|0.0|-31.0|3.0|-70.0|0.0|0.09257952123880386|0.07218100130558014|0.06538937240839005|0.47075626254081726|0.0|0.0|0.0|0.0
2020-03-12|8.39981746673584|151535900|-0.6814799044972796|0|-9|0.05184070020914078|0.0|239.0|-31.0|3.0|-70.0|0.2667120099067688|0.09257952123880386|0.07218100130558014|0.06538937240839005|0.0|0.0|0.0|0.0
2020-04-29|12.1337251663208|94528400|0.4445224809195709|1|19|0.35604792833328247|0.0|-9.0|239.0|-31.0|3.0|0.05184070020914078|0.2667120099067688|0.09257952123880386|0.07218100130558014|0.0|0.0|0.0|0.0
2020-07-27|15.467476844787598|56539600|0.274750880934751|1|-10|0.2695554494857788|0.0|19.0|-9.0|239.0|-31.0|0.35604792833328247|0.05184070020914078|0.2667120099067688|0.09257952123880386|0.0|0.0|0.0|0.0
2021-12-21|23.1313591003418|40454500|0.495483674063935|1|172|0.32900935411453247|0.0|-10.0|19.0|-9.0|239.0|0.2695554494857788|0.35604792833328247|0.05184070020914078|0.2667120099067688|0.0|0.0|0.0|0.0
2022-01-04|23.95162010192871|51739200|0.03546099466221131|1|-5|0.038254428654909134|0.0|172.0|-10.0|19.0|-9.0|0.32900935411453247|0.2695554494857788|0.35604792833328247|0.05184070020914078|0.0|0.0|0.0|0.0
2020-04-27|10.966721534729004|85944900|-0.5421302822915972|0|4|0.033989306539297104|0.0|-5.0|172.0|-10.0|19.0|0.038254428654909134|0.32900935411453247|0.2695554494857788|0.35604792833328247|0.0|0.0|0.0|0.0
2020-08-10|15.634150505065918|52390100|0.4255992965223265|1|-18|0.14068692922592163|0.0|4.0|-5.0|172.0|-10.0|0.033989306539297104|0.038254428654909134|0.32900935411453247|0.2695554494857788|0.0|0.0|0.0|0.0
2021-11-11|19.31339263916016|60848900|0.2353336775734669|1|109|0.024657785892486572|0.0|-18.0|4.0|-5.0|172.0|0.14068692922592163|0.033989306539297104|0.038254428654909134|0.32900935411453247|0.0|0.0|0.0|0.0
2021-10-21|20.043581008911133|101567700|0.03780735903801968|1|-3|0.13096632063388824|0.0|109.0|-18.0|4.0|-5.0|0.024657785892486572|0.14068692922592163|0.033989306539297104|0.038254428654909134|0.0|0.0|0.0|0.0
2020-01-31|18.966251373291016|55446700|-0.053749359215858106|0|3|0.10316046327352524|-0.9999897480010986|-3.0|109.0|-18.0|4.0|0.13096632063388824|0.024657785892486572|0.14068692922592163|0.033989306539297104|0.0|0.0|0.0|0.0
2021-12-30|23.33642578125|43229100|0.2304184586582685|1|166|0.5187080502510071|0.0|3.0|-3.0|109.0|-18.0|0.10316046327352524|0.13096632063388824|0.024657785892486572|0.14068692922592163|-0.9999897480010986|0.0|0.0|0.0
2020-01-03|20.299556732177734|71595600|0.03387914972323846|1|3|0.11437251418828964|0.0|166.0|3.0|-3.0|109.0|0.5187080502510071|0.10316046327352524|0.13096632063388824|0.024657785892486572|0.0|-0.9999897480010986|0.0|0.0
2022-01-14|25.79720687866211|96458800|0.2708261179796998|1|169|0.6230323314666748|0.0|3.0|166.0|3.0|-3.0|0.11437251418828964|0.5187080502510071|0.10316046327352524|0.13096632063388824|0.0|0.0|-0.9999897480010986|0.0
2020-03-11|10.566435813903807|132482400|-0.5904038811797208|0|3|0.5839993357658386|0.0|169.0|3.0|166.0|3.0|0.6230323314666748|0.11437251418828964|0.5187080502510071|0.10316046327352524|0.0|0.0|0.0|-0.9999897480010986
