,Date,Adj Close,Volume,Var%
93,2020-05-19,12.453734397888184,80131600,0.0075511437626853
94,2020-05-20,12.86708164215088,74595100,0.0331906262857819
95,2020-05-21,12.793745994567873,81327000,-0.005699477909798
96,2020-05-22,12.447068214416504,71259400,-0.0270974412262494
97,2020-05-25,12.987086296081545,38033000,0.043385162864262
98,2020-05-26,13.11375617980957,68716900,0.0097535259903713
99,2020-05-27,13.28709602355957,74790800,0.0132181688734522
100,2020-05-28,13.180426597595217,65023000,-0.0080280465931169
101,2020-05-29,13.56043815612793,128832600,0.0288315067588214
102,2020-06-01,13.5537691116333,86579500,-0.000491801549319
103,2020-06-02,14.26712703704834,77235100,0.052631701155567
104,2020-06-03,14.31379508972168,86219700,0.003271019635008
105,2020-06-04,14.287127494812012,107401400,-0.0018630694894338
106,2020-06-05,14.733810424804688,114137700,0.031264712249182
107,2020-06-08,15.020484924316406,82444400,0.0194569151662964
108,2020-06-09,14.480466842651367,96488300,-0.0359521070315654
109,2020-06-10,14.26712703704834,102551100,-0.0147329369916892
110,2020-06-12,13.733777046203612,116746700,-0.0373831388379555
111,2020-06-15,13.800447463989258,99931000,0.0048544852272867
112,2020-06-16,14.247129440307615,94510600,0.0323672096491021
113,2020-06-17,14.29379653930664,63268700,0.0032755439749845
114,2020-06-18,14.400465965270996,56893300,0.0074626377723387
115,2020-06-19,14.31379508972168,91139800,-0.0060186160474485
116,2020-06-22,13.967116355895996,45419000,-0.0242199033626395
117,2020-06-23,14.433799743652344,78950900,0.0334130092328861
118,2020-06-24,14.000450134277344,65162400,-0.0300232521630748
119,2020-06-25,14.31379508972168,47263500,0.0223810629257679
120,2020-06-26,13.893781661987305,55499300,-0.0293432611757852
121,2020-06-29,14.440465927124023,59809600,0.0393474057989855
122,2020-06-30,14.3671293258667,65010600,-0.0050785481318559
123,2020-07-01,14.473800659179688,78983900,0.0074246796902521
124,2020-07-02,14.707140922546388,56345900,0.0161215612167981
125,2020-07-03,14.653804779052734,24060000,-0.003626547387731
126,2020-07-06,15.00715160369873,58070900,0.0241129747511783
127,2020-07-07,14.820476531982422,46591300,-0.0124390741591695
128,2020-07-08,15.10048770904541,49136300,0.0188935339871647
129,2020-07-09,14.760475158691406,57151500,-0.0225166601837853
130,2020-07-10,15.00715160369873,57428300,0.0167119582774457
131,2020-07-13,14.773810386657717,55425500,-0.01554866794199
132,2020-07-14,15.267160415649414,89380500,0.0333935535978751
133,2020-07-15,15.560503005981444,58390600,0.0192139587418851
134,2020-07-16,15.14715576171875,69698700,-0.0265638741950569
135,2020-07-17,15.160489082336426,49927600,0.0008802524267541
136,2020-07-20,15.160489082336426,48679800,0.0
137,2020-07-21,15.580503463745115,101769600,0.0277045403434941
138,2020-07-22,15.367162704467772,43085500,-0.0136928026603103
139,2020-07-23,15.047452926635742,64072100,-0.0208047369563595
140,2020-07-24,15.154125213623049,43380300,0.0070890593582439
141,2020-07-27,15.467476844787598,56539600,0.0206776456408621
142,2020-07-28,15.200793266296388,48353000,-0.0172415695958245
143,2020-07-29,15.44747543334961,44011500,0.0162282430088811
144,2020-07-30,15.214130401611328,57859000,-0.0151057066085058
145,2020-07-31,14.800774574279783,75397300,-0.0271692049706478
146,2020-08-03,14.534092903137209,63598500,-0.018018088837459
147,2020-08-04,14.520759582519531,63011900,-0.0009173823716784
148,2020-08-05,15.454142570495604,137214700,0.064279212300967
149,2020-08-06,15.48080825805664,56375100,0.0017254718234542
150,2020-08-07,15.19412899017334,56040200,-0.0185183656501981
151,2020-08-10,15.63415241241455,52390100,0.0289600952134729
152,2020-08-11,15.387471199035645,66342300,-0.015778355415227
153,2020-08-12,15.654152870178224,67008500,0.0173310914895028
154,2020-08-13,15.227463722229004,44588200,-0.0272572493374635
155,2020-08-14,15.114126205444336,38422000,-0.0074429674469831
156,2020-08-17,15.06745433807373,52064300,-0.0030879633222722
157,2020-08-18,15.347469329833984,49361300,0.0185840942655248
158,2020-08-19,15.260798454284668,51982100,-0.00564724214049
159,2020-08-20,15.154125213623049,55251700,-0.006990017002136
160,2020-08-21,15.040786743164062,38668300,-0.0074790506783656
161,2020-08-24,15.31413459777832,51841900,0.0181737737049221
162,2020-08-25,15.247465133666992,37981400,-0.004353459458362
163,2020-08-26,14.81410789489746,69925300,-0.0284215923742406
164,2020-08-27,14.76743984222412,35489800,-0.0031502438759348
165,2020-08-28,15.027453422546388,31071000,0.0176072212313211
166,2020-08-31,14.594096183776855,48539700,-0.0288377030082386
167,2020-09-01,15.247465133666992,66299700,0.0447694013841322
168,2020-09-02,15.200793266296388,53618000,-0.0030609591142827
169,2020-09-03,15.254131317138672,87642400,0.0035088991678182
170,2020-09-04,15.280797958374023,52351100,0.0017481586254204
171,2020-09-08,14.840775489807127,74490200,-0.028795778189434
172,2020-09-09,15.154125213623049,42143500,0.0211141071456226
173,2020-09-10,14.747438430786133,58350000,-0.0268367046664835
174,2020-09-11,14.58742904663086,71013700,-0.0108499781101811
175,2020-09-14,14.454090118408203,46453300,-0.0091406736441643
176,2020-09-15,14.44742202758789,58546700,-0.0004613289917032
177,2020-09-16,14.487424850463867,50379500,0.0027688554262199
178,2020-09-17,14.76743984222412,60432200,0.019328141105166
179,2020-09-18,14.434088706970217,64243500,-0.0225733870471417
180,2020-09-21,13.934062004089355,73300000,-0.0346420694116558
181,2020-09-22,13.867392539978027,47207700,-0.0047846395467281
182,2020-09-23,13.487371444702148,57106300,-0.0274039329441583
183,2020-09-24,13.600711822509766,76310000,0.0084034445312275
184,2020-09-25,13.420702934265137,40150400,-0.0132352549332532
185,2020-09-28,13.087350845336914,48797400,-0.0248386459756234
186,2020-09-29,12.874006271362305,52878100,-0.0163015858973953
187,2020-09-30,13.074017524719238,69505000,0.0155360537458997
188,2020-10-01,13.23402500152588,77537300,0.0122385851559485
189,2020-10-02,12.6806640625,85306000,-0.0418135026163299
190,2020-10-05,13.354032516479492,73288500,0.0531019866673083
191,2020-10-06,13.287362098693848,77064600,-0.0049925307358186
192,2020-10-07,13.194025039672852,53521000,-0.0070244987927416
193,2020-10-08,13.62738037109375,78070400,0.0328448165073091
194,2020-10-09,13.200689315795898,67962300,-0.031311304423772
195,2020-10-13,13.420702934265137,55330600,0.0166668280122288
196,2020-10-14,13.314029693603516,44584300,-0.0079484093481622
197,2020-10-15,13.16735553741455,56952100,-0.0110165111213047
198,2020-10-16,12.887340545654297,49929000,-0.0212658487852478
199,2020-10-19,13.014015197753906,107419300,0.0098293865713299
200,2020-10-20,13.4540376663208,68407700,0.0338114303603116
201,2020-10-21,13.440703392028809,60594900,-0.0009910983321662
202,2020-10-22,13.894060134887695,98926900,0.0337301352195418
203,2020-10-23,13.71405029296875,61711200,-0.0129558847573247
204,2020-10-26,13.50070571899414,58229100,-0.0155566422331112
205,2020-10-27,13.254026412963867,48978400,-0.0182715860314783
206,2020-10-28,12.447318077087402,79247400,-0.0608651522745885
207,2020-10-29,12.860674858093262,86794800,0.0332085014977445
208,2020-10-30,12.627326965332031,64185100,-0.0181442961070106
209,2020-11-03,13.10068416595459,66292400,0.0374867303208468
210,2020-11-04,13.147353172302246,65777600,0.0035623335206367
211,2020-11-05,13.260693550109863,40874800,0.0086207753242981
212,2020-11-06,13.16735553741455,37273300,-0.0070386976625773
213,2020-11-09,14.40742015838623,164904100,0.0941771958270649
214,2020-11-10,15.387471199035645,163732600,0.0680240480166012
215,2020-11-11,15.254131317138672,93072900,-0.0086654837674255
216,2020-11-12,14.607430458068848,77275000,-0.042395128613009
217,2020-11-13,15.08745574951172,66065200,0.0328617201239329
218,2020-11-16,15.527480125427246,101583300,0.0291649157565727
219,2020-11-17,15.794159889221191,94082100,0.0171746968368189
220,2020-11-18,15.70082187652588,68540400,-0.0059096535269983
221,2020-11-19,15.880830764770508,65382100,0.0114649341072876
222,2020-11-23,16.734210968017578,125649000,0.0537364962757602
223,2020-11-24,17.480913162231445,153293500,0.0446212967937935
224,2020-11-25,17.50091552734375,73971200,0.0011442402880601
225,2020-11-26,17.2142333984375,41935900,-0.0163809789526915
226,2020-11-27,17.00088882446289,49863500,-0.0123934983938334
227,2020-11-30,16.600868225097656,90207700,-0.0235293932861696
228,2020-12-01,17.06756019592285,58866000,0.0281125037857741
229,2020-12-02,17.27423667907715,88093300,0.012109316198789
230,2020-12-03,17.760929107666016,62424500,0.0281744680028819
231,2020-12-04,18.354293823242188,61652400,0.0334084276773596
232,2020-12-07,18.000940322875977,72664200,-0.0192518167012645
233,2020-12-08,17.774261474609375,46276700,-0.0125926115081073
234,2020-12-09,17.960941314697266,52448300,0.0105028183789557
235,2020-12-10,18.54763603210449,97537100,0.0326650317000445
236,2020-12-11,18.38096046447754,48334300,-0.0089863510011977
237,2020-12-14,18.41429710388184,53159500,0.0018136505689527
238,2020-12-15,18.5676383972168,47208200,0.0083272954959892
239,2020-12-16,18.7943172454834,59399200,0.0122082756792905
240,2020-12-17,18.82765007019043,39297700,0.0017735586917924
241,2020-12-18,18.73431205749512,44707900,-0.0049574966789452
242,2020-12-21,18.0142765045166,99988800,-0.0384340535573841
243,2020-12-22,18.187618255615234,46513200,0.0096224653293832
244,2020-12-23,18.63430976867676,49038900,0.0245601984154033
245,2020-12-28,18.78765106201172,36313300,0.0082289762936493
246,2020-12-29,18.84765243530273,29891100,0.0031936601916318
247,2020-12-30,18.89432144165039,36968200,0.0024761177291365
248,2021-01-04,19.27433967590332,74719700,0.0201128278370041
249,2021-01-05,20.02771759033203,95181100,0.0390870933633373
250,2021-01-06,20.06771850585937,96562500,0.001997277789989
251,2021-01-07,20.667747497558597,56171300,0.0299002097086433
252,2021-01-08,20.747751235961918,67136300,0.0038709461886337
253,2021-01-11,20.57440948486328,48744700,-0.0083547247664209
254,2021-01-12,20.42106819152832,65691900,-0.0074530106658844
255,2021-01-13,19.434349060058597,93826600,-0.0483186835387517
256,2021-01-14,19.63435935974121,50745400,0.0102915872851989
257,2021-01-15,18.74764633178711,80673300,-0.0451612915760439
258,2021-01-18,18.71431350708008,68855700,-0.0017779738382687
259,2021-01-19,19.127668380737305,61656000,0.0220876322019958
260,2021-01-20,18.807647705078125,60306200,-0.0167307728934416
261,2021-01-21,18.367626190185547,41284900,-0.0233958824512525
262,2021-01-22,18.060943603515625,51181900,-0.016696909197433
263,2021-01-26,18.000944137573242,64514600,-0.0033220559932817
264,2021-01-27,18.26762008666992,68337800,0.0148145534511185
265,2021-01-28,18.50763511657715,67827000,0.0131388231618834
266,2021-01-29,17.79426383972168,67555300,-0.0385447018142532
267,2021-02-01,18.354293823242188,44449500,0.0314725008331262
268,2021-02-02,19.107666015625,91663000,0.0410461006910989
269,2021-02-03,19.294343948364254,47486800,0.009769792531783
270,2021-02-04,19.214340209960938,41444100,-0.0041464865878532
271,2021-02-05,19.22767448425293,121098700,0.0006939751324419
272,2021-02-08,18.74098014831543,98821700,-0.0253121788771748
273,2021-02-09,18.360960006713867,63662200,-0.0202774955522121
274,2021-02-10,18.534299850463867,52949900,0.0094406743267572
275,2021-02-11,18.72097969055176,61158600,0.0100721279786146
276,2021-02-12,18.96099090576172,47801100,0.0128204409799712
277,2021-02-17,19.72769927978516,54973400,0.0404360920710349
278,2021-02-18,19.51435661315918,105539200,-0.0108143713871686
279,2021-02-19,18.2209529876709,215834800,-0.0662795935898853
280,2021-02-22,14.447423934936523,490230400,-0.2070983364749204
281,2021-02-23,16.04083824157715,293503100,0.1102905482538971
282,2021-02-24,16.26751708984375,155246400,0.0141313592751692
283,2021-02-25,15.460808753967283,170233000,-0.0495901329884026
284,2021-02-26,14.82744312286377,159881000,-0.0409658796756665
285,2021-03-01,14.667433738708496,90330100,-0.0107914346950716
286,2021-03-02,14.660767555236816,147772300,-0.000454488739505
287,2021-03-03,14.127406120300291,185688500,-0.0363801849341788
288,2021-03-04,14.81410789489746,127843200,0.048607774757067
289,2021-03-05,14.927445411682127,126306300,0.0076506474496318
290,2021-03-08,14.067402839660645,141142800,-0.0576148529304565
291,2021-03-09,14.394087791442873,122648000,0.0232228333478297
292,2021-03-10,14.894112586975098,111744100,0.0347382066010106
293,2021-03-11,15.527480125427246,130577500,0.04252469119953
294,2021-03-12,15.447473526000977,68123200,-0.0051525810228056
295,2021-03-15,15.767491340637209,68295000,0.0207165148461061
296,2021-03-16,15.52081298828125,43407900,-0.0156447431634351
297,2021-03-17,16.05417251586914,77966400,0.0343641488361849
298,2021-03-18,15.49414348602295,77198900,-0.0348837057339839
299,2021-03-19,16.000839233398438,90244500,0.0327024044815753
300,2021-03-22,15.68082046508789,44129300,-0.0200001239711585
301,2021-03-23,15.20079517364502,57124700,-0.0306122560685908
302,2021-03-24,15.214128494262695,63338300,0.0008771462588215
303,2021-03-25,15.467474937438965,79214500,0.0166520509716876
304,2021-03-26,15.640816688537598,60918600,0.0112068551460238
305,2021-03-29,15.887496948242188,50099700,0.0157715715628437
306,2021-03-30,15.887496948242188,41959100,0.0
307,2021-03-31,16.067506790161133,68609400,0.0113302833357185
308,2021-04-01,15.927497863769531,47232900,-0.0087137928877263
309,2021-04-05,16.02750587463379,40454400,0.0062789530232332
310,2021-04-06,16.014169692993164,45934300,-0.0008320809079678
311,2021-04-07,16.000839233398438,55892200,-0.0008324165317518
312,2021-04-08,15.800826072692873,63231300,-0.0125001668842519
313,2021-04-09,15.767491340637209,47494400,-0.002109682867358
314,2021-04-12,15.927497863769531,50592900,0.0101478744890726
315,2021-04-13,15.980834007263184,53612300,0.0033486831359101
316,2021-04-14,16.234182357788086,90836500,0.0158532621269802
317,2021-04-15,15.91224193572998,64193600,-0.0198310216654465
318,2021-04-16,15.815760612487791,59567300,-0.0060633393856049
319,2021-04-19,16.732316970825195,196519100,0.0579520884764599
320,2021-04-20,16.415311813354492,94965400,-0.018945682060855
321,2021-04-22,16.339506149291992,46600100,-0.0046179850205969
322,2021-04-23,16.32572364807129,60341000,-0.0008435078205408
323,2021-04-26,16.38774871826172,33281000,0.0037992233316872
324,2021-04-27,15.919132232666016,76684900,-0.0285955376575611
325,2021-04-28,16.498008728027344,66374200,0.0363635710100751
326,2021-04-29,16.277484893798828,49775900,-0.013366693997069
327,2021-04-30,16.277484893798828,61039200,0.0
328,2021-05-03,16.146549224853516,49039900,-0.008043974225723
329,2021-05-04,15.774410247802734,44765000,-0.0230475857019633
330,2021-05-05,16.422203063964844,75611900,0.0410660560988225
331,2021-05-06,16.194787979125977,54091600,-0.0138480253808261
332,2021-05-07,16.80122947692871,74118200,0.0374467080757339
333,2021-05-10,17.02175521850586,73804500,0.0131255716660481
334,2021-05-11,17.331867218017578,73729900,0.0182185676818198
335,2021-05-12,17.076887130737305,89980700,-0.0147116340133973
336,2021-05-13,17.22160530090332,77282100,0.0084745052806218
337,2021-05-14,18.124380111694336,196135500,0.0524210603493311
338,2021-05-17,18.372468948364254,83512600,0.0136881280982321
339,2021-05-18,18.158836364746094,63510600,-0.0116278647262149
340,2021-05-19,18.0210075378418,84700500,-0.0075901794661182
341,2021-05-20,17.86939811706543,71371100,-0.0084129269941209
342,2021-05-21,17.883180618286133,82884500,0.0007712907357266
343,2021-05-24,18.1864013671875,63029600,0.0169556386737665
344,2021-05-25,17.807374954223633,63672000,-0.020841199163663
345,2021-05-26,17.979660034179688,46646900,0.0096749285281485
346,2021-05-27,17.855613708496094,48877800,-0.006899258687193
347,2021-05-28,18.59988594055176,129526400,0.0416828143913934
348,2021-05-31,18.51719093322754,46298900,-0.0044459953995699
349,2021-06-01,18.80662727355957,90744900,0.0156306829354262
350,2021-06-02,19.206329345703125,103985100,0.0212532564361234
351,2021-06-04,19.64048767089844,102757300,0.0226049609678511
352,2021-06-07,19.49576759338379,74548900,-0.0073684564222445
353,2021-06-08,19.75074958801269,88398600,0.0130788384405771
354,2021-06-09,19.75074958801269,60724200,0.0
355,2021-06-10,19.7645320892334,35871000,0.0006978216780728
356,2021-06-11,19.688724517822266,54894400,-0.0038355358512346
357,2021-06-14,19.81277084350586,64286600,0.0063003738800502
358,2021-06-15,20.0057315826416,42597100,0.0097392101619642
359,2021-06-16,20.0815372467041,77432900,0.003789197298252
360,2021-06-17,19.38550567626953,95264600,-0.0346602733587443
361,2021-06-18,19.516441345214844,115250700,0.0067543076323046
362,2021-06-21,19.95059967041016,50709600,0.0222457730646556
363,2021-06-22,20.05397224426269,41602700,0.0051814269024632
364,2021-06-23,20.191797256469727,57278500,0.0068727038478106
365,2021-06-24,20.43299865722656,51447000,0.0119455141953523
366,2021-06-25,20.05397224426269,84950900,-0.0185497204459422
367,2021-06-28,20.019514083862305,40341200,-0.0017182710727172
368,2021-06-29,20.109102249145508,43215200,0.0044750419469681
369,2021-06-30,20.28138732910156,71367600,0.0085675172278452
370,2021-07-01,20.026405334472656,65084000,-0.0125722166088231
371,2021-07-02,20.109102249145508,37336700,0.0041293938323769
372,2021-07-05,19.881685256958008,56028600,-0.0113091568867607
373,2021-07-06,19.068500518798828,97839700,-0.0409011976424176
374,2021-07-07,19.33037376403809,73793500,0.013733289881975
375,2021-07-08,18.944456100463867,80574200,-0.0199643146213848
376,2021-07-12,19.10984992980957,53001200,0.0087304606935456
377,2021-07-13,19.22700500488281,41594300,0.0061306119882444
378,2021-07-14,19.068500518798828,51654600,-0.0082438469248711
379,2021-07-15,18.661909103393555,67982600,-0.0213226737469174
380,2021-07-16,18.386253356933597,69024100,-0.0147710368179767
381,2021-07-19,18.08302879333496,80087700,-0.0164919169616623
382,2021-07-20,18.3242301940918,63408800,0.013338550942624
383,2021-07-21,18.579212188720703,51116600,0.0139150180896068
384,2021-07-22,18.53786277770996,37736500,-0.002225573968946
385,2021-07-23,18.427600860595703,34025500,-0.0059479303756007
386,2021-07-26,18.93067169189453,46802600,0.0272998549895098
387,2021-07-27,18.710147857666016,51901800,-0.0116490232263093
388,2021-07-28,19.096065521240234,46727100,0.0206261151173157
389,2021-07-29,19.164979934692383,43916600,0.003608827869568
390,2021-07-30,18.544754028320312,74150400,-0.0323624605131643
391,2021-08-02,18.200183868408203,70528800,-0.0185804653642698
392,2021-08-03,18.503406524658203,71850400,0.0166604171937148
393,2021-08-04,18.110595703125,87970600,-0.0212291083271467
394,2021-08-05,19.53711700439453,223915900,0.0787672213909222
395,2021-08-06,19.564680099487305,51106100,0.0014108066756508
396,2021-08-09,19.42685317993164,75381900,-0.0070446804575801
397,2021-08-10,19.48887825012207,84380900,0.0031927492124408
398,2021-08-11,19.757640838623047,97863500,0.0137905622402507
399,2021-08-12,20.05397224426269,95319300,0.0149983192861957
400,2021-08-13,20.22625732421875,85201800,0.0085910700312923
401,2021-08-16,19.73696517944336,101262100,-0.0241909383892549
402,2021-08-17,19.73690223693848,93623700,-3.1890670277867628e-06
403,2021-08-18,19.56165885925293,86103100,-0.0088789707514268
404,2021-08-19,19.452129364013672,80808200,-0.0055991925852162
405,2021-08-20,19.42292213439941,88445600,-0.0015014926678562
406,2021-08-23,19.72960090637207,70161500,0.0157895279531345
407,2021-08-24,20.13850212097168,49831400,0.0207252653786598
408,2021-08-25,20.248031616210938,46031200,0.0054388104230054
409,2021-08-26,20.07278633117676,41061300,-0.0086549294447898
410,2021-08-27,20.80297088623047,76465300,0.0363768409131919
411,2021-08-30,20.664236068725582,61054000,-0.0066689906102167
412,2021-08-31,19.853731155395508,110574300,-0.039222592629821
413,2021-09-01,19.744203567504883,69430400,-0.0055167256488641
414,2021-09-02,19.42292213439941,56052000,-0.0162721900636314
415,2021-09-03,19.225772857666016,58182700,-0.0101503406835078
416,2021-09-06,19.32069396972656,26770700,0.0049371805629492
417,2021-09-08,18.23272132873535,80378400,-0.0563112610083232
418,2021-09-09,18.619718551635746,156617100,0.0212254230140878
419,2021-09-10,18.50288772583008,78379900,-0.0062745752832767
420,2021-09-13,19.152751922607425,63317900,0.0351223120632209
421,2021-09-14,18.897186279296875,65497300,-0.0133435468878434
422,2021-09-15,19.225772857666016,67274100,0.0173881218882374
423,2021-09-16,19.05782890319824,65567700,-0.0087353551771942
424,2021-09-17,18.203514099121094,131694100,-0.0448274988938419
425,2021-09-20,17.999061584472656,80260600,-0.011231486049076
426,2021-09-21,18.407962799072266,64570200,0.0227179185248389
427,2021-09-22,18.875282287597656,70231800,0.0253868118719222
428,2021-09-23,19.59816551208496,84480600,0.0382978762104282
429,2021-09-24,19.64197540283203,44821500,0.0022354077334461
430,2021-09-27,19.81722068786621,89178700,0.0089219786421743
431,2021-09-28,19.68578720092773,117874300,-0.0066322865859262
432,2021-09-29,19.9997673034668,58731700,0.0159495832873914
433,2021-09-30,19.882936477661133,65744000,-0.0058416092563943
434,2021-10-01,20.445180892944336,60983200,0.0282777353292305
435,2021-10-04,21.02202606201172,106937000,0.0282142365033537
436,2021-10-05,21.482044219970703,100469100,0.0218826747051879
437,2021-10-06,20.912498474121094,84599400,-0.0265126419077069
438,2021-10-07,20.88329124450684,60551100,-0.001396639892187
439,2021-10-08,21.262989044189453,84170500,0.0181818945700187
440,2021-10-11,21.409025192260746,76466700,0.00686809120617
441,2021-10-13,21.6353816986084,55605400,0.0105729478252696
442,2021-10-14,21.671890258789062,76172700,0.0016874470110694
443,2021-10-15,21.613475799560547,72479900,-0.0026954021329461
444,2021-10-18,21.50394821166992,68971300,-0.0050675601141789
445,2021-10-19,20.452482223510746,111484000,-0.0488964155702608
446,2021-10-20,20.810274124145508,56063300,0.0174938130601807
447,2021-10-21,20.043581008911133,101567700,-0.0368420478586971
448,2021-10-22,19.8464298248291,138384700,-0.0098361257898167
449,2021-10-25,21.204572677612305,135830600,0.068432602980516
450,2021-10-26,21.000120162963867,57865600,-0.0096419068545671
451,2021-10-27,20.94900894165039,57579200,-0.0024338537549711
452,2021-10-28,21.14615631103516,89578000,0.0094108208141914
453,2021-10-29,19.824522018432617,157340000,-0.0624999774504098
454,2021-11-01,20.445180892944336,102157200,0.0313076337444422
455,2021-11-03,19.60546875,83475800,-0.0410713970857612
456,2021-11-04,18.98480987548828,92603400,-0.0316574361177525
457,2021-11-05,18.875282287597656,86264000,-0.0057692222681692
458,2021-11-08,19.072433471679688,59704100,0.0104449396347079
459,2021-11-09,19.452129364013672,73021700,0.0199080989270608
